JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/synthetic_graph_10task_condition4_awb_full.json
Problem type: classification
Dataset: synthetic_taskshift
Tasks: 10
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run2
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run2/synthetic_graph_10task_condition4_awb_full_run2
############################################################
# Run ID: 2
############################################################
Task-Shift Synthetic Graph Dataset:
====================================
Total graphs: 1000
Train/Test split: 80%/20%
Number of features: 10
Number of classes: 5
Task-shift enabled: True
  Feature noise base: 0.1
  Edge dropout base: 0.05
  Feature shift base: 0.05
============================================================
Task 0
============================================================
Task 0 (training): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=800, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Standard CL training (lr=0.001000, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
  0%|          | 0/400 [00:00<?, ?it/s]
  0%|          | 1/400 [01:53<12:32:18, 113.13s/it]
  0%|          | 1/400 [01:56<12:32:18, 113.13s/it, CE=1.999799e+00 H=1.999568e+00 dV_dx=0.000000e+00 dV_dθ=-2.308827e-04 ||∇||=3.207113e+01 | Tr=0.2163]
 28%|██▊       | 42/150 [01:27<03:31,  1.96s/it, CE=1.032376e+00 H=1.032300e+00 dV_dx=5.271436e-06 dV_dθ=-8.101689e-05 ||∇||=5.066809e+01 | Tr=0.5755] 
 29%|██▊       | 43/150 [01:27<03:26,  1.93s/it, CE=1.032376e+00 H=1.032300e+00 dV_dx=5.271436e-06 dV_dθ=-8.101689e-05 ||∇||=5.066809e+01 | Tr=0.5755]
 29%|██▊       | 43/150 [01:29<03:26,  1.93s/it, CE=1.013830e+00 H=1.013747e+00 dV_dx=-6.075388e-06 dV_dθ=-7.721701e-05 ||∇||=4.841390e+01 | Tr=0.5587]
 29%|██▉       | 44/150 [01:29<03:19,  1.88s/it, CE=1.013830e+00 H=1.013747e+00 dV_dx=-6.075388e-06 dV_dθ=-7.721701e-05 ||∇||=4.841390e+01 | Tr=0.5587]
 29%|██▉       | 44/150 [01:31<03:19,  1.88s/it, CE=1.025950e+00 H=1.025872e+00 dV_dx=-2.021399e-06 dV_dθ=-7.608719e-05 ||∇||=5.124811e+01 | Tr=0.5693]
 30%|███       | 45/150 [01:31<03:20,  1.91s/it, CE=1.025950e+00 H=1.025872e+00 dV_dx=-2.021399e-06 dV_dθ=-7.608719e-05 ||∇||=5.124811e+01 | Tr=0.5693]
 30%|███       | 45/150 [01:33<03:20,  1.91s/it, CE=1.021153e+00 H=1.021087e+00 dV_dx=-4.177505e-06 dV_dθ=-6.207841e-05 ||∇||=4.955619e+01 | Tr=0.5693]
 31%|███       | 46/150 [01:33<03:10,  1.83s/it, CE=1.021153e+00 H=1.021087e+00 dV_dx=-4.177505e-06 dV_dθ=-6.207841e-05 ||∇||=4.955619e+01 | Tr=0.5693]
 31%|███       | 46/150 [01:35<03:10,  1.83s/it, CE=1.015699e+00 H=1.015625e+00 dV_dx=-3.654322e-06 dV_dθ=-7.018270e-05 ||∇||=5.062213e+01 | Tr=0.5693]
 31%|███▏      | 47/150 [01:35<03:17,  1.91s/it, CE=1.015699e+00 H=1.015625e+00 dV_dx=-3.654322e-06 dV_dθ=-7.018270e-05 ||∇||=5.062213e+01 | Tr=0.5693]
 31%|███▏      | 47/150 [01:37<03:17,  1.91s/it, CE=1.028246e+00 H=1.028151e+00 dV_dx=-1.412633e-05 dV_dθ=-8.055362e-05 ||∇||=5.419401e+01 | Tr=0.5689]
 32%|███▏      | 48/150 [01:37<03:17,  1.94s/it, CE=1.028246e+00 H=1.028151e+00 dV_dx=-1.412633e-05 dV_dθ=-8.055362e-05 ||∇||=5.419401e+01 | Tr=0.5689]
 32%|███▏      | 48/150 [01:39<03:17,  1.94s/it, CE=1.016832e+00 H=1.016762e+00 dV_dx=4.913106e-06 dV_dθ=-7.491721e-05 ||∇||=5.366466e+01 | Tr=0.5757] 
 33%|███▎      | 49/150 [01:39<03:23,  2.02s/it, CE=1.016832e+00 H=1.016762e+00 dV_dx=4.913106e-06 dV_dθ=-7.491721e-05 ||∇||=5.366466e+01 | Tr=0.5757]
 33%|███▎      | 49/150 [01:41<03:23,  2.02s/it, CE=1.013426e+00 H=1.013335e+00 dV_dx=6.508989e-07 dV_dθ=-9.058327e-05 ||∇||=5.770757e+01 | Tr=0.5619]
 33%|███▎      | 50/150 [01:41<03:28,  2.09s/it, CE=1.013426e+00 H=1.013335e+00 dV_dx=6.508989e-07 dV_dθ=-9.058327e-05 ||∇||=5.770757e+01 | Tr=0.5619]
 33%|███▎      | 50/150 [01:43<03:28,  2.09s/it, CE=1.028069e+00 H=1.027982e+00 dV_dx=-1.850137e-06 dV_dθ=-8.498904e-05 ||∇||=5.810476e+01 | Tr=0.5685]
 34%|███▍      | 51/150 [01:43<03:19,  2.01s/it, CE=1.028069e+00 H=1.027982e+00 dV_dx=-1.850137e-06 dV_dθ=-8.498904e-05 ||∇||=5.810476e+01 | Tr=0.5685]
 34%|███▍      | 51/150 [01:45<03:19,  2.01s/it, CE=1.030030e+00 H=1.029937e+00 dV_dx=-4.582397e-06 dV_dθ=-8.771099e-05 ||∇||=5.683974e+01 | Tr=0.5771]
 35%|███▍      | 52/150 [01:45<03:23,  2.07s/it, CE=1.030030e+00 H=1.029937e+00 dV_dx=-4.582397e-06 dV_dθ=-8.771099e-05 ||∇||=5.683974e+01 | Tr=0.5771]
 35%|███▍      | 52/150 [01:48<03:23,  2.07s/it, CE=1.030593e+00 H=1.030468e+00 dV_dx=1.174332e-06 dV_dθ=-1.253807e-04 ||∇||=6.298961e+01 | Tr=0.5827] 
 35%|███▌      | 53/150 [01:48<03:24,  2.11s/it, CE=1.030593e+00 H=1.030468e+00 dV_dx=1.174332e-06 dV_dθ=-1.253807e-04 ||∇||=6.298961e+01 | Tr=0.5827]
 35%|███▌      | 53/150 [01:50<03:24,  2.11s/it, CE=1.062273e+00 H=1.062117e+00 dV_dx=-5.266480e-06 dV_dθ=-1.509707e-04 ||∇||=6.512905e+01 | Tr=0.5809]
 36%|███▌      | 54/150 [01:50<03:20,  2.09s/it, CE=1.062273e+00 H=1.062117e+00 dV_dx=-5.266480e-06 dV_dθ=-1.509707e-04 ||∇||=6.512905e+01 | Tr=0.5809]
 36%|███▌      | 54/150 [01:52<03:20,  2.09s/it, CE=1.039490e+00 H=1.039377e+00 dV_dx=9.249467e-06 dV_dθ=-1.224469e-04 ||∇||=6.009687e+01 | Tr=0.5639] 
 37%|███▋      | 55/150 [01:52<03:11,  2.02s/it, CE=1.039490e+00 H=1.039377e+00 dV_dx=9.249467e-06 dV_dθ=-1.224469e-04 ||∇||=6.009687e+01 | Tr=0.5639]
 37%|███▋      | 55/150 [01:54<03:11,  2.02s/it, CE=1.061267e+00 H=1.061149e+00 dV_dx=-2.773507e-06 dV_dθ=-1.148347e-04 ||∇||=6.436887e+01 | Tr=0.5535]
 37%|███▋      | 56/150 [01:54<03:15,  2.08s/it, CE=1.061267e+00 H=1.061149e+00 dV_dx=-2.773507e-06 dV_dθ=-1.148347e-04 ||∇||=6.436887e+01 | Tr=0.5535]
 37%|███▋      | 56/150 [01:56<03:15,  2.08s/it, CE=1.113945e+00 H=1.113819e+00 dV_dx=3.725492e-06 dV_dθ=-1.297576e-04 ||∇||=6.830728e+01 | Tr=0.5453] 
 38%|███▊      | 57/150 [01:56<03:08,  2.02s/it, CE=1.113945e+00 H=1.113819e+00 dV_dx=3.725492e-06 dV_dθ=-1.297576e-04 ||∇||=6.830728e+01 | Tr=0.5453]
 38%|███▊      | 57/150 [01:58<03:08,  2.02s/it, CE=1.098483e+00 H=1.098389e+00 dV_dx=2.010999e-05 dV_dθ=-1.138955e-04 ||∇||=6.527878e+01 | Tr=0.5469]
 39%|███▊      | 58/150 [01:58<03:02,  1.99s/it, CE=1.098483e+00 H=1.098389e+00 dV_dx=2.010999e-05 dV_dθ=-1.138955e-04 ||∇||=6.527878e+01 | Tr=0.5469]
 39%|███▊      | 58/150 [02:00<03:02,  1.99s/it, CE=1.122120e+00 H=1.121988e+00 dV_dx=6.771158e-06 dV_dθ=-1.383016e-04 ||∇||=6.969877e+01 | Tr=0.5477]
 39%|███▉      | 59/150 [02:00<03:01,  1.99s/it, CE=1.122120e+00 H=1.121988e+00 dV_dx=6.771158e-06 dV_dθ=-1.383016e-04 ||∇||=6.969877e+01 | Tr=0.5477]
 39%|███▉      | 59/150 [02:02<03:01,  1.99s/it, CE=1.227785e+00 H=1.227606e+00 dV_dx=3.736444e-06 dV_dθ=-1.827475e-04 ||∇||=8.333650e+01 | Tr=0.5238]
 40%|████      | 60/150 [02:02<03:00,  2.00s/it, CE=1.227785e+00 H=1.227606e+00 dV_dx=3.736444e-06 dV_dθ=-1.827475e-04 ||∇||=8.333650e+01 | Tr=0.5238]
 40%|████      | 60/150 [02:03<03:00,  2.00s/it, CE=1.121272e+00 H=1.121153e+00 dV_dx=1.942894e-05 dV_dθ=-1.378112e-04 ||∇||=7.054442e+01 | Tr=0.5258]
 41%|████      | 61/150 [02:03<02:50,  1.91s/it, CE=1.121272e+00 H=1.121153e+00 dV_dx=1.942894e-05 dV_dθ=-1.378112e-04 ||∇||=7.054442e+01 | Tr=0.5258]
 41%|████      | 61/150 [02:05<02:50,  1.91s/it, CE=1.136568e+00 H=1.136415e+00 dV_dx=6.717366e-07 dV_dθ=-1.540033e-04 ||∇||=6.979382e+01 | Tr=0.5521]
 41%|████▏     | 62/150 [02:05<02:52,  1.96s/it, CE=1.136568e+00 H=1.136415e+00 dV_dx=6.717366e-07 dV_dθ=-1.540033e-04 ||∇||=6.979382e+01 | Tr=0.5521]
 41%|████▏     | 62/150 [02:08<02:52,  1.96s/it, CE=1.170764e+00 H=1.170591e+00 dV_dx=-1.556938e-05 dV_dθ=-1.571435e-04 ||∇||=6.866345e+01 | Tr=0.5429]
 42%|████▏     | 63/150 [02:08<03:00,  2.08s/it, CE=1.170764e+00 H=1.170591e+00 dV_dx=-1.556938e-05 dV_dθ=-1.571435e-04 ||∇||=6.866345e+01 | Tr=0.5429]
 42%|████▏     | 63/150 [02:10<03:00,  2.08s/it, CE=1.119131e+00 H=1.119012e+00 dV_dx=1.936372e-06 dV_dθ=-1.203943e-04 ||∇||=6.076730e+01 | Tr=0.5531] 
 43%|████▎     | 64/150 [02:10<02:52,  2.00s/it, CE=1.119131e+00 H=1.119012e+00 dV_dx=1.936372e-06 dV_dθ=-1.203943e-04 ||∇||=6.076730e+01 | Tr=0.5531]
 43%|████▎     | 64/150 [02:11<02:52,  2.00s/it, CE=1.158748e+00 H=1.158628e+00 dV_dx=4.375911e-06 dV_dθ=-1.251601e-04 ||∇||=6.590436e+01 | Tr=0.5351]
 43%|████▎     | 65/150 [02:11<02:40,  1.89s/it, CE=1.158748e+00 H=1.158628e+00 dV_dx=4.375911e-06 dV_dθ=-1.251601e-04 ||∇||=6.590436e+01 | Tr=0.5351]
 43%|████▎     | 65/150 [02:14<02:40,  1.89s/it, CE=1.125912e+00 H=1.125792e+00 dV_dx=-3.663502e-07 dV_dθ=-1.188425e-04 ||∇||=6.620864e+01 | Tr=0.5294]
 44%|████▍     | 66/150 [02:14<02:50,  2.03s/it, CE=1.125912e+00 H=1.125792e+00 dV_dx=-3.663502e-07 dV_dθ=-1.188425e-04 ||∇||=6.620864e+01 | Tr=0.5294]
 44%|████▍     | 66/150 [02:16<02:50,  2.03s/it, CE=1.130502e+00 H=1.130385e+00 dV_dx=-9.047158e-06 dV_dθ=-1.075965e-04 ||∇||=6.667771e+01 | Tr=0.5333]
 45%|████▍     | 67/150 [02:16<02:53,  2.09s/it, CE=1.130502e+00 H=1.130385e+00 dV_dx=-9.047158e-06 dV_dθ=-1.075965e-04 ||∇||=6.667771e+01 | Tr=0.5333]
 45%|████▍     | 67/150 [02:18<02:53,  2.09s/it, CE=1.164800e+00 H=1.164685e+00 dV_dx=-2.883875e-06 dV_dθ=-1.121228e-04 ||∇||=6.442575e+01 | Tr=0.5319]
 45%|████▌     | 68/150 [02:18<03:00,  2.20s/it, CE=1.164800e+00 H=1.164685e+00 dV_dx=-2.883875e-06 dV_dθ=-1.121228e-04 ||∇||=6.442575e+01 | Tr=0.5319]
 45%|████▌     | 68/150 [02:20<03:00,  2.20s/it, CE=1.148494e+00 H=1.148393e+00 dV_dx=7.222486e-06 dV_dθ=-1.071675e-04 ||∇||=6.100508e+01 | Tr=0.5353] 
 46%|████▌     | 69/150 [02:20<02:55,  2.17s/it, CE=1.148494e+00 H=1.148393e+00 dV_dx=7.222486e-06 dV_dθ=-1.071675e-04 ||∇||=6.100508e+01 | Tr=0.5353]
 46%|████▌     | 69/150 [02:22<02:55,  2.17s/it, CE=1.140375e+00 H=1.140270e+00 dV_dx=1.368429e-05 dV_dθ=-1.184211e-04 ||∇||=6.066522e+01 | Tr=0.5475]
 47%|████▋     | 70/150 [02:22<02:48,  2.10s/it, CE=1.140375e+00 H=1.140270e+00 dV_dx=1.368429e-05 dV_dθ=-1.184211e-04 ||∇||=6.066522e+01 | Tr=0.5475]
 47%|████▋     | 70/150 [02:24<02:48,  2.10s/it, CE=1.104223e+00 H=1.104091e+00 dV_dx=-1.784123e-06 dV_dθ=-1.307327e-04 ||∇||=6.358028e+01 | Tr=0.5521]
 47%|████▋     | 71/150 [02:24<02:36,  1.99s/it, CE=1.104223e+00 H=1.104091e+00 dV_dx=-1.784123e-06 dV_dθ=-1.307327e-04 ||∇||=6.358028e+01 | Tr=0.5521]
 47%|████▋     | 71/150 [02:26<02:36,  1.99s/it, CE=1.110441e+00 H=1.110292e+00 dV_dx=-6.210230e-06 dV_dθ=-1.425932e-04 ||∇||=6.032993e+01 | Tr=0.5509]
 48%|████▊     | 72/150 [02:26<02:43,  2.10s/it, CE=1.110441e+00 H=1.110292e+00 dV_dx=-6.210230e-06 dV_dθ=-1.425932e-04 ||∇||=6.032993e+01 | Tr=0.5509]
 48%|████▊     | 72/150 [02:28<02:43,  2.10s/it, CE=1.239303e+00 H=1.239092e+00 dV_dx=6.790054e-06 dV_dθ=-2.176254e-04 ||∇||=7.954557e+01 | Tr=0.5264] 
 49%|████▊     | 73/150 [02:28<02:34,  2.01s/it, CE=1.239303e+00 H=1.239092e+00 dV_dx=6.790054e-06 dV_dθ=-2.176254e-04 ||∇||=7.954557e+01 | Tr=0.5264]
 49%|████▊     | 73/150 [02:30<02:34,  2.01s/it, CE=1.306740e+00 H=1.306573e+00 dV_dx=2.003795e-05 dV_dθ=-1.868513e-04 ||∇||=7.743434e+01 | Tr=0.5124]
 49%|████▉     | 74/150 [02:30<02:26,  1.93s/it, CE=1.306740e+00 H=1.306573e+00 dV_dx=2.003795e-05 dV_dθ=-1.868513e-04 ||∇||=7.743434e+01 | Tr=0.5124]
 49%|████▉     | 74/150 [02:32<02:26,  1.93s/it, CE=1.205242e+00 H=1.205118e+00 dV_dx=8.757784e-06 dV_dθ=-1.331876e-04 ||∇||=6.312082e+01 | Tr=0.5210]
 50%|█████     | 75/150 [02:32<02:27,  1.96s/it, CE=1.205242e+00 H=1.205118e+00 dV_dx=8.757784e-06 dV_dθ=-1.331876e-04 ||∇||=6.312082e+01 | Tr=0.5210]
 50%|█████     | 75/150 [02:34<02:27,  1.96s/it, CE=1.150572e+00 H=1.150471e+00 dV_dx=2.001775e-06 dV_dθ=-1.020574e-04 ||∇||=5.351528e+01 | Tr=0.5393]
 51%|█████     | 76/150 [02:34<02:19,  1.88s/it, CE=1.150572e+00 H=1.150471e+00 dV_dx=2.001775e-06 dV_dθ=-1.020574e-04 ||∇||=5.351528e+01 | Tr=0.5393]
 51%|█████     | 76/150 [02:35<02:19,  1.88s/it, CE=1.058233e+00 H=1.058157e+00 dV_dx=3.244710e-06 dV_dθ=-7.876710e-05 ||∇||=4.847989e+01 | Tr=0.5741]
 51%|█████▏    | 77/150 [02:35<02:15,  1.85s/it, CE=1.058233e+00 H=1.058157e+00 dV_dx=3.244710e-06 dV_dθ=-7.876710e-05 ||∇||=4.847989e+01 | Tr=0.5741]
 51%|█████▏    | 77/150 [02:37<02:15,  1.85s/it, CE=1.051158e+00 H=1.051056e+00 dV_dx=-1.174206e-05 dV_dθ=-9.022959e-05 ||∇||=5.000556e+01 | Tr=0.5725]
 52%|█████▏    | 78/150 [02:37<02:17,  1.91s/it, CE=1.051158e+00 H=1.051056e+00 dV_dx=-1.174206e-05 dV_dθ=-9.022959e-05 ||∇||=5.000556e+01 | Tr=0.5725]
 52%|█████▏    | 78/150 [02:39<02:17,  1.91s/it, CE=1.118203e+00 H=1.118058e+00 dV_dx=-7.931276e-06 dV_dθ=-1.376175e-04 ||∇||=5.836005e+01 | Tr=0.5629]
 53%|█████▎    | 79/150 [02:39<02:17,  1.94s/it, CE=1.118203e+00 H=1.118058e+00 dV_dx=-7.931276e-06 dV_dθ=-1.376175e-04 ||∇||=5.836005e+01 | Tr=0.5629]
 53%|█████▎    | 79/150 [02:41<02:17,  1.94s/it, CE=1.098859e+00 H=1.098744e+00 dV_dx=3.073899e-06 dV_dθ=-1.183890e-04 ||∇||=5.494109e+01 | Tr=0.5625] 
 53%|█████▎    | 80/150 [02:41<02:10,  1.86s/it, CE=1.098859e+00 H=1.098744e+00 dV_dx=3.073899e-06 dV_dθ=-1.183890e-04 ||∇||=5.494109e+01 | Tr=0.5625]
 53%|█████▎    | 80/150 [02:43<02:10,  1.86s/it, CE=1.067053e+00 H=1.066950e+00 dV_dx=4.482796e-06 dV_dθ=-1.075990e-04 ||∇||=5.323223e+01 | Tr=0.5661]
 54%|█████▍    | 81/150 [02:43<02:04,  1.81s/it, CE=1.067053e+00 H=1.066950e+00 dV_dx=4.482796e-06 dV_dθ=-1.075990e-04 ||∇||=5.323223e+01 | Tr=0.5661]
 54%|█████▍    | 81/150 [02:45<02:04,  1.81s/it, CE=1.069464e+00 H=1.069354e+00 dV_dx=-9.202938e-06 dV_dθ=-1.000526e-04 ||∇||=5.306873e+01 | Tr=0.5749]
 55%|█████▍    | 82/150 [02:45<02:07,  1.88s/it, CE=1.069464e+00 H=1.069354e+00 dV_dx=-9.202938e-06 dV_dθ=-1.000526e-04 ||∇||=5.306873e+01 | Tr=0.5749]
 55%|█████▍    | 82/150 [02:46<02:07,  1.88s/it, CE=1.125619e+00 H=1.125478e+00 dV_dx=-1.228107e-05 dV_dθ=-1.284130e-04 ||∇||=6.218062e+01 | Tr=0.5521]
 55%|█████▌    | 83/150 [02:46<01:59,  1.78s/it, CE=1.125619e+00 H=1.125478e+00 dV_dx=-1.228107e-05 dV_dθ=-1.284130e-04 ||∇||=6.218062e+01 | Tr=0.5521]
 55%|█████▌    | 83/150 [02:49<01:59,  1.78s/it, CE=1.179551e+00 H=1.179419e+00 dV_dx=-1.548891e-05 dV_dθ=-1.164706e-04 ||∇||=5.808571e+01 | Tr=0.5331]
 56%|█████▌    | 84/150 [02:49<02:05,  1.90s/it, CE=1.179551e+00 H=1.179419e+00 dV_dx=-1.548891e-05 dV_dθ=-1.164706e-04 ||∇||=5.808571e+01 | Tr=0.5331]
 56%|█████▌    | 84/150 [02:50<02:05,  1.90s/it, CE=1.079318e+00 H=1.079236e+00 dV_dx=1.705552e-05 dV_dθ=-9.953800e-05 ||∇||=5.065339e+01 | Tr=0.5553] 
 57%|█████▋    | 85/150 [02:50<02:03,  1.90s/it, CE=1.079318e+00 H=1.079236e+00 dV_dx=1.705552e-05 dV_dθ=-9.953800e-05 ||∇||=5.065339e+01 | Tr=0.5553]
 57%|█████▋    | 85/150 [02:52<02:03,  1.90s/it, CE=1.159808e+00 H=1.159669e+00 dV_dx=4.901508e-06 dV_dθ=-1.437863e-04 ||∇||=6.439625e+01 | Tr=0.5407]
 57%|█████▋    | 86/150 [02:52<01:59,  1.86s/it, CE=1.159808e+00 H=1.159669e+00 dV_dx=4.901508e-06 dV_dθ=-1.437863e-04 ||∇||=6.439625e+01 | Tr=0.5407]
 57%|█████▋    | 86/150 [02:54<01:59,  1.86s/it, CE=1.104660e+00 H=1.104537e+00 dV_dx=1.133058e-05 dV_dθ=-1.343028e-04 ||∇||=6.492333e+01 | Tr=0.5509]
 58%|█████▊    | 87/150 [02:54<02:02,  1.94s/it, CE=1.104660e+00 H=1.104537e+00 dV_dx=1.133058e-05 dV_dθ=-1.343028e-04 ||∇||=6.492333e+01 | Tr=0.5509]
 58%|█████▊    | 87/150 [02:56<02:02,  1.94s/it, CE=1.192733e+00 H=1.192591e+00 dV_dx=1.680154e-05 dV_dθ=-1.588134e-04 ||∇||=7.183635e+01 | Tr=0.5290]
 59%|█████▊    | 88/150 [02:56<01:55,  1.87s/it, CE=1.192733e+00 H=1.192591e+00 dV_dx=1.680154e-05 dV_dθ=-1.588134e-04 ||∇||=7.183635e+01 | Tr=0.5290]
 59%|█████▊    | 88/150 [02:58<01:55,  1.87s/it, CE=1.090531e+00 H=1.090417e+00 dV_dx=-2.605916e-06 dV_dθ=-1.108976e-04 ||∇||=6.370346e+01 | Tr=0.5351]
 59%|█████▉    | 89/150 [02:58<01:59,  1.95s/it, CE=1.090531e+00 H=1.090417e+00 dV_dx=-2.605916e-06 dV_dθ=-1.108976e-04 ||∇||=6.370346e+01 | Tr=0.5351]
 59%|█████▉    | 89/150 [03:00<01:59,  1.95s/it, CE=1.059346e+00 H=1.059226e+00 dV_dx=-1.654071e-05 dV_dθ=-1.031860e-04 ||∇||=5.276001e+01 | Tr=0.5745]
 60%|██████    | 90/150 [03:00<02:01,  2.02s/it, CE=1.059346e+00 H=1.059226e+00 dV_dx=-1.654071e-05 dV_dθ=-1.031860e-04 ||∇||=5.276001e+01 | Tr=0.5745]
 60%|██████    | 90/150 [03:02<02:01,  2.02s/it, CE=9.941900e-01 H=9.940974e-01 dV_dx=-1.335383e-05 dV_dθ=-7.924694e-05 ||∇||=4.195397e+01 | Tr=0.6072]
 61%|██████    | 91/150 [03:02<01:51,  1.89s/it, CE=9.941900e-01 H=9.940974e-01 dV_dx=-1.335383e-05 dV_dθ=-7.924694e-05 ||∇||=4.195397e+01 | Tr=0.6072]
 61%|██████    | 91/150 [03:04<01:51,  1.89s/it, CE=9.592197e-01 H=9.591496e-01 dV_dx=1.569890e-06 dV_dθ=-7.171514e-05 ||∇||=4.422173e+01 | Tr=0.6072] 
 61%|██████▏   | 92/150 [03:04<01:50,  1.91s/it, CE=9.592197e-01 H=9.591496e-01 dV_dx=1.569890e-06 dV_dθ=-7.171514e-05 ||∇||=4.422173e+01 | Tr=0.6072]
 61%|██████▏   | 92/150 [03:06<01:50,  1.91s/it, CE=9.820548e-01 H=9.819625e-01 dV_dx=2.799114e-06 dV_dθ=-9.511393e-05 ||∇||=4.658418e+01 | Tr=0.6150]
 62%|██████▏   | 93/150 [03:06<01:51,  1.96s/it, CE=9.820548e-01 H=9.819625e-01 dV_dx=2.799114e-06 dV_dθ=-9.511393e-05 ||∇||=4.658418e+01 | Tr=0.6150]
 62%|██████▏   | 93/150 [03:08<01:51,  1.96s/it, CE=9.747197e-01 H=9.746222e-01 dV_dx=-5.062114e-06 dV_dθ=-9.249265e-05 ||∇||=4.785413e+01 | Tr=0.6060]
 63%|██████▎   | 94/150 [03:08<01:55,  2.06s/it, CE=9.747197e-01 H=9.746222e-01 dV_dx=-5.062114e-06 dV_dθ=-9.249265e-05 ||∇||=4.785413e+01 | Tr=0.6060]
 63%|██████▎   | 94/150 [03:10<01:55,  2.06s/it, CE=9.660542e-01 H=9.659804e-01 dV_dx=8.260375e-06 dV_dθ=-8.213783e-05 ||∇||=4.903157e+01 | Tr=0.6080] 
 63%|██████▎   | 95/150 [03:10<01:52,  2.05s/it, CE=9.660542e-01 H=9.659804e-01 dV_dx=8.260375e-06 dV_dθ=-8.213783e-05 ||∇||=4.903157e+01 | Tr=0.6080]
 63%|██████▎   | 95/150 [03:13<01:52,  2.05s/it, CE=1.028957e+00 H=1.028836e+00 dV_dx=-1.356922e-05 dV_dθ=-1.072378e-04 ||∇||=5.819066e+01 | Tr=0.5845]
 64%|██████▍   | 96/150 [03:13<01:56,  2.16s/it, CE=1.028957e+00 H=1.028836e+00 dV_dx=-1.356922e-05 dV_dθ=-1.072378e-04 ||∇||=5.819066e+01 | Tr=0.5845]
 64%|██████▍   | 96/150 [03:15<01:56,  2.16s/it, CE=1.067006e+00 H=1.066894e+00 dV_dx=-3.424375e-06 dV_dθ=-1.084831e-04 ||∇||=6.193558e+01 | Tr=0.5833]
 65%|██████▍   | 97/150 [03:15<01:55,  2.18s/it, CE=1.067006e+00 H=1.066894e+00 dV_dx=-3.424375e-06 dV_dθ=-1.084831e-04 ||∇||=6.193558e+01 | Tr=0.5833]
 65%|██████▍   | 97/150 [03:17<01:55,  2.18s/it, CE=1.194657e+00 H=1.194503e+00 dV_dx=-9.070194e-07 dV_dθ=-1.527456e-04 ||∇||=7.043855e+01 | Tr=0.5387]
 65%|██████▌   | 98/150 [03:17<01:53,  2.17s/it, CE=1.194657e+00 H=1.194503e+00 dV_dx=-9.070194e-07 dV_dθ=-1.527456e-04 ||∇||=7.043855e+01 | Tr=0.5387]
 65%|██████▌   | 98/150 [03:19<01:53,  2.17s/it, CE=1.176299e+00 H=1.176198e+00 dV_dx=2.173126e-05 dV_dθ=-1.223112e-04 ||∇||=6.981707e+01 | Tr=0.5369] 
 66%|██████▌   | 99/150 [03:19<01:47,  2.10s/it, CE=1.176299e+00 H=1.176198e+00 dV_dx=2.173126e-05 dV_dθ=-1.223112e-04 ||∇||=6.981707e+01 | Tr=0.5369]
 66%|██████▌   | 99/150 [03:21<01:47,  2.10s/it, CE=1.140389e+00 H=1.140324e+00 dV_dx=1.632791e-05 dV_dθ=-8.149453e-05 ||∇||=5.492822e+01 | Tr=0.5262]
 67%|██████▋   | 100/150 [03:21<01:44,  2.08s/it, CE=1.140389e+00 H=1.140324e+00 dV_dx=1.632791e-05 dV_dθ=-8.149453e-05 ||∇||=5.492822e+01 | Tr=0.5262]
 67%|██████▋   | 100/150 [03:23<01:44,  2.08s/it, CE=1.099360e+00 H=1.099272e+00 dV_dx=-3.338110e-06 dV_dθ=-8.492232e-05 ||∇||=5.559625e+01 | Tr=0.5461]
 67%|██████▋   | 101/150 [03:23<01:38,  2.02s/it, CE=1.099360e+00 H=1.099272e+00 dV_dx=-3.338110e-06 dV_dθ=-8.492232e-05 ||∇||=5.559625e+01 | Tr=0.5461]
 67%|██████▋   | 101/150 [03:25<01:38,  2.02s/it, CE=1.022620e+00 H=1.022536e+00 dV_dx=1.122210e-05 dV_dθ=-9.531625e-05 ||∇||=5.365440e+01 | Tr=0.5905] 
 68%|██████▊   | 102/150 [03:25<01:31,  1.92s/it, CE=1.022620e+00 H=1.022536e+00 dV_dx=1.122210e-05 dV_dθ=-9.531625e-05 ||∇||=5.365440e+01 | Tr=0.5905]
 68%|██████▊   | 102/150 [03:27<01:31,  1.92s/it, CE=1.060986e+00 H=1.060877e+00 dV_dx=1.574121e-05 dV_dθ=-1.246709e-04 ||∇||=6.223703e+01 | Tr=0.5869]
 69%|██████▊   | 103/150 [03:27<01:32,  1.98s/it, CE=1.060986e+00 H=1.060877e+00 dV_dx=1.574121e-05 dV_dθ=-1.246709e-04 ||∇||=6.223703e+01 | Tr=0.5869]
