JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/synthetic_graph_10task_condition4_awb_full.json
Problem type: classification
Dataset: synthetic_taskshift
Tasks: 10
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run0
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run0/synthetic_graph_10task_condition4_awb_full_run0
############################################################
# Run ID: 0
############################################################
Task-Shift Synthetic Graph Dataset:
====================================
Number of training graphs: 800
Number of test graphs: 200
Number of features: 10
Number of classes: 5
Task-shift enabled: True
  Feature noise base: 0.1
  Edge dropout base: 0.05
  Feature shift base: 0.05
============================================================
Task 0
============================================================
Task 0 (training): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=800, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Standard CL training (lr=0.001000, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
  0%|          | 0/400 [00:00<?, ?it/s]
  0%|          | 1/400 [01:53<12:35:02, 113.54s/it]
  0%|          | 1/400 [01:56<12:35:02, 113.54s/it, CE=1.986383e+00 H=1.986229e+00 dV_dx=0.000000e+00 dV_dθ=-1.544919e-04 ||∇||=2.157192e+01 | Tr=0.2248]
 64%|██████▍   | 255/400 [13:26<07:44,  3.20s/it, CE=7.230701e-01 H=7.230158e-01 dV_dx=9.297997e-07 dV_dθ=-5.522298e-05 ||∇||=2.677443e+01 | Tr=0.7181]
 64%|██████▍   | 255/400 [13:29<07:44,  3.20s/it, CE=7.178610e-01 H=7.178029e-01 dV_dx=1.361910e-06 dV_dθ=-5.958013e-05 ||∇||=3.015063e+01 | Tr=0.7280]
 64%|██████▍   | 256/400 [13:29<07:25,  3.09s/it, CE=7.178610e-01 H=7.178029e-01 dV_dx=1.361910e-06 dV_dθ=-5.958013e-05 ||∇||=3.015063e+01 | Tr=0.7280]
 64%|██████▍   | 256/400 [13:32<07:25,  3.09s/it, CE=7.150580e-01 H=7.149844e-01 dV_dx=7.952920e-07 dV_dθ=-7.444725e-05 ||∇||=3.596237e+01 | Tr=0.7288]
 64%|██████▍   | 257/400 [13:32<07:20,  3.08s/it, CE=7.150580e-01 H=7.149844e-01 dV_dx=7.952920e-07 dV_dθ=-7.444725e-05 ||∇||=3.596237e+01 | Tr=0.7288]
 64%|██████▍   | 257/400 [13:36<07:20,  3.08s/it, CE=7.072650e-01 H=7.071920e-01 dV_dx=-6.744070e-07 dV_dθ=-7.232842e-05 ||∇||=3.463762e+01 | Tr=0.7185]
 64%|██████▍   | 258/400 [13:36<07:32,  3.19s/it, CE=7.072650e-01 H=7.071920e-01 dV_dx=-6.744070e-07 dV_dθ=-7.232842e-05 ||∇||=3.463762e+01 | Tr=0.7185]
 64%|██████▍   | 258/400 [13:39<07:32,  3.19s/it, CE=7.069762e-01 H=7.069013e-01 dV_dx=-9.422699e-07 dV_dθ=-7.397875e-05 ||∇||=3.550665e+01 | Tr=0.7202]
 65%|██████▍   | 259/400 [13:39<07:34,  3.23s/it, CE=7.069762e-01 H=7.069013e-01 dV_dx=-9.422699e-07 dV_dθ=-7.397875e-05 ||∇||=3.550665e+01 | Tr=0.7202]
 65%|██████▍   | 259/400 [13:42<07:34,  3.23s/it, CE=7.682511e-01 H=7.681668e-01 dV_dx=1.472362e-06 dV_dθ=-8.571387e-05 ||∇||=3.977834e+01 | Tr=0.6949] 
 65%|██████▌   | 260/400 [13:42<07:23,  3.17s/it, CE=7.682511e-01 H=7.681668e-01 dV_dx=1.472362e-06 dV_dθ=-8.571387e-05 ||∇||=3.977834e+01 | Tr=0.6949]
 65%|██████▌   | 260/400 [13:45<07:23,  3.17s/it, CE=7.669836e-01 H=7.669054e-01 dV_dx=-4.205492e-07 dV_dθ=-7.776191e-05 ||∇||=3.660835e+01 | Tr=0.6919]
 65%|██████▌   | 261/400 [13:45<07:35,  3.28s/it, CE=7.669836e-01 H=7.669054e-01 dV_dx=-4.205492e-07 dV_dθ=-7.776191e-05 ||∇||=3.660835e+01 | Tr=0.6919]
 65%|██████▌   | 261/400 [13:49<07:35,  3.28s/it, CE=7.425358e-01 H=7.424767e-01 dV_dx=-5.747172e-07 dV_dθ=-5.856894e-05 ||∇||=3.111718e+01 | Tr=0.6981]
 66%|██████▌   | 262/400 [13:49<07:24,  3.22s/it, CE=7.425358e-01 H=7.424767e-01 dV_dx=-5.747172e-07 dV_dθ=-5.856894e-05 ||∇||=3.111718e+01 | Tr=0.6981]
 66%|██████▌   | 262/400 [13:52<07:24,  3.22s/it, CE=7.085672e-01 H=7.085146e-01 dV_dx=-9.875481e-07 dV_dθ=-5.151856e-05 ||∇||=2.767410e+01 | Tr=0.7232]
 66%|██████▌   | 263/400 [13:52<07:29,  3.28s/it, CE=7.085672e-01 H=7.085146e-01 dV_dx=-9.875481e-07 dV_dθ=-5.151856e-05 ||∇||=2.767410e+01 | Tr=0.7232]
 66%|██████▌   | 263/400 [13:56<07:29,  3.28s/it, CE=6.642317e-01 H=6.641754e-01 dV_dx=9.285541e-07 dV_dθ=-5.719623e-05 ||∇||=3.041503e+01 | Tr=0.7452] 
 66%|██████▌   | 264/400 [13:56<07:38,  3.37s/it, CE=6.642317e-01 H=6.641754e-01 dV_dx=9.285541e-07 dV_dθ=-5.719623e-05 ||∇||=3.041503e+01 | Tr=0.7452]
 66%|██████▌   | 264/400 [13:58<07:38,  3.37s/it, CE=6.545336e-01 H=6.544704e-01 dV_dx=1.740396e-06 dV_dθ=-6.487083e-05 ||∇||=3.205174e+01 | Tr=0.7616]
 66%|██████▋   | 265/400 [13:58<07:15,  3.22s/it, CE=6.545336e-01 H=6.544704e-01 dV_dx=1.740396e-06 dV_dθ=-6.487083e-05 ||∇||=3.205174e+01 | Tr=0.7616]
 66%|██████▋   | 265/400 [14:02<07:15,  3.22s/it, CE=6.513096e-01 H=6.512315e-01 dV_dx=5.883437e-07 dV_dθ=-7.865424e-05 ||∇||=3.735133e+01 | Tr=0.7600]
 66%|██████▋   | 266/400 [14:02<07:17,  3.27s/it, CE=6.513096e-01 H=6.512315e-01 dV_dx=5.883437e-07 dV_dθ=-7.865424e-05 ||∇||=3.735133e+01 | Tr=0.7600]
 66%|██████▋   | 266/400 [14:05<07:17,  3.27s/it, CE=6.494926e-01 H=6.494112e-01 dV_dx=-1.660277e-06 dV_dθ=-7.972646e-05 ||∇||=3.716514e+01 | Tr=0.7606]
 67%|██████▋   | 267/400 [14:05<07:11,  3.25s/it, CE=6.494926e-01 H=6.494112e-01 dV_dx=-1.660277e-06 dV_dθ=-7.972646e-05 ||∇||=3.716514e+01 | Tr=0.7606]
 67%|██████▋   | 267/400 [14:08<07:11,  3.25s/it, CE=6.674071e-01 H=6.673240e-01 dV_dx=-6.949288e-07 dV_dθ=-8.238265e-05 ||∇||=3.906879e+01 | Tr=0.7502]
 67%|██████▋   | 268/400 [14:08<06:54,  3.14s/it, CE=6.674071e-01 H=6.673240e-01 dV_dx=-6.949288e-07 dV_dθ=-8.238265e-05 ||∇||=3.906879e+01 | Tr=0.7502]
 67%|██████▋   | 268/400 [14:11<06:54,  3.14s/it, CE=7.133946e-01 H=7.133009e-01 dV_dx=2.165359e-06 dV_dθ=-9.581367e-05 ||∇||=4.556120e+01 | Tr=0.7254] 
 67%|██████▋   | 269/400 [14:11<06:49,  3.13s/it, CE=7.133946e-01 H=7.133009e-01 dV_dx=2.165359e-06 dV_dθ=-9.581367e-05 ||∇||=4.556120e+01 | Tr=0.7254]
 67%|██████▋   | 269/400 [14:15<06:49,  3.13s/it, CE=7.541921e-01 H=7.540876e-01 dV_dx=3.473921e-07 dV_dθ=-1.048706e-04 ||∇||=4.823029e+01 | Tr=0.7031]
 68%|██████▊   | 270/400 [14:15<07:04,  3.27s/it, CE=7.541921e-01 H=7.540876e-01 dV_dx=3.473921e-07 dV_dθ=-1.048706e-04 ||∇||=4.823029e+01 | Tr=0.7031]
 68%|██████▊   | 270/400 [14:18<07:04,  3.27s/it, CE=7.722361e-01 H=7.721310e-01 dV_dx=-1.470977e-06 dV_dθ=-1.036503e-04 ||∇||=4.755781e+01 | Tr=0.6941]
 68%|██████▊   | 271/400 [14:18<07:07,  3.31s/it, CE=7.722361e-01 H=7.721310e-01 dV_dx=-1.470977e-06 dV_dθ=-1.036503e-04 ||∇||=4.755781e+01 | Tr=0.6941]
 68%|██████▊   | 271/400 [14:21<07:07,  3.31s/it, CE=7.835106e-01 H=7.834283e-01 dV_dx=-4.434552e-07 dV_dθ=-8.189594e-05 ||∇||=3.932313e+01 | Tr=0.6931]
 68%|██████▊   | 272/400 [14:21<07:01,  3.29s/it, CE=7.835106e-01 H=7.834283e-01 dV_dx=-4.434552e-07 dV_dθ=-8.189594e-05 ||∇||=3.932313e+01 | Tr=0.6931]
 68%|██████▊   | 272/400 [14:24<07:01,  3.29s/it, CE=6.650095e-01 H=6.649656e-01 dV_dx=1.826460e-06 dV_dθ=-4.575753e-05 ||∇||=2.380527e+01 | Tr=0.7400] 
 68%|██████▊   | 273/400 [14:24<06:48,  3.21s/it, CE=6.650095e-01 H=6.649656e-01 dV_dx=1.826460e-06 dV_dθ=-4.575753e-05 ||∇||=2.380527e+01 | Tr=0.7400]
 68%|██████▊   | 273/400 [14:27<06:48,  3.21s/it, CE=6.455838e-01 H=6.455228e-01 dV_dx=-2.703473e-07 dV_dθ=-6.080477e-05 ||∇||=3.169154e+01 | Tr=0.7556]
 68%|██████▊   | 274/400 [14:27<06:10,  2.94s/it, CE=6.455838e-01 H=6.455228e-01 dV_dx=-2.703473e-07 dV_dθ=-6.080477e-05 ||∇||=3.169154e+01 | Tr=0.7556]
 68%|██████▊   | 274/400 [14:30<06:10,  2.94s/it, CE=6.167932e-01 H=6.167330e-01 dV_dx=3.356426e-07 dV_dθ=-6.057532e-05 ||∇||=2.924577e+01 | Tr=0.7716] 
 69%|██████▉   | 275/400 [14:30<06:27,  3.10s/it, CE=6.167932e-01 H=6.167330e-01 dV_dx=3.356426e-07 dV_dθ=-6.057532e-05 ||∇||=2.924577e+01 | Tr=0.7716]
 69%|██████▉   | 275/400 [14:34<06:27,  3.10s/it, CE=6.129348e-01 H=6.128814e-01 dV_dx=1.805112e-06 dV_dθ=-5.522507e-05 ||∇||=2.787503e+01 | Tr=0.7756 Te/Cur=0.4648 Te/Exp=0.7656]
 69%|██████▉   | 276/400 [14:34<06:41,  3.23s/it, CE=6.129348e-01 H=6.128814e-01 dV_dx=1.805112e-06 dV_dθ=-5.522507e-05 ||∇||=2.787503e+01 | Tr=0.7756 Te/Cur=0.4648 Te/Exp=0.7656]
 69%|██████▉   | 276/400 [14:37<06:41,  3.23s/it, CE=6.008235e-01 H=6.007680e-01 dV_dx=2.657419e-07 dV_dθ=-5.575334e-05 ||∇||=2.892558e+01 | Tr=0.7702]                            
 69%|██████▉   | 277/400 [14:37<06:44,  3.29s/it, CE=6.008235e-01 H=6.007680e-01 dV_dx=2.657419e-07 dV_dθ=-5.575334e-05 ||∇||=2.892558e+01 | Tr=0.7702]
 69%|██████▉   | 277/400 [14:40<06:44,  3.29s/it, CE=6.172790e-01 H=6.172087e-01 dV_dx=-1.055543e-06 dV_dθ=-6.920642e-05 ||∇||=3.357386e+01 | Tr=0.7652]
 70%|██████▉   | 278/400 [14:40<06:27,  3.17s/it, CE=6.172790e-01 H=6.172087e-01 dV_dx=-1.055543e-06 dV_dθ=-6.920642e-05 ||∇||=3.357386e+01 | Tr=0.7652]
 70%|██████▉   | 278/400 [14:44<06:27,  3.17s/it, CE=6.492054e-01 H=6.491220e-01 dV_dx=-9.370078e-07 dV_dθ=-8.247035e-05 ||∇||=4.008142e+01 | Tr=0.7396]
 70%|██████▉   | 279/400 [14:44<06:42,  3.32s/it, CE=6.492054e-01 H=6.491220e-01 dV_dx=-9.370078e-07 dV_dθ=-8.247035e-05 ||∇||=4.008142e+01 | Tr=0.7396]
 70%|██████▉   | 279/400 [14:46<06:42,  3.32s/it, CE=6.376057e-01 H=6.375270e-01 dV_dx=-7.621602e-08 dV_dθ=-7.867167e-05 ||∇||=3.836277e+01 | Tr=0.7428]
 70%|███████   | 280/400 [14:46<06:18,  3.15s/it, CE=6.376057e-01 H=6.375270e-01 dV_dx=-7.621602e-08 dV_dθ=-7.867167e-05 ||∇||=3.836277e+01 | Tr=0.7428]
 70%|███████   | 280/400 [14:49<06:18,  3.15s/it, CE=6.558025e-01 H=6.557077e-01 dV_dx=1.206120e-06 dV_dθ=-9.603508e-05 ||∇||=4.685698e+01 | Tr=0.7328] 
 70%|███████   | 281/400 [14:49<06:11,  3.12s/it, CE=6.558025e-01 H=6.557077e-01 dV_dx=1.206120e-06 dV_dθ=-9.603508e-05 ||∇||=4.685698e+01 | Tr=0.7328]
 70%|███████   | 281/400 [14:53<06:11,  3.12s/it, CE=6.411482e-01 H=6.410660e-01 dV_dx=2.972448e-06 dV_dθ=-8.514491e-05 ||∇||=4.123937e+01 | Tr=0.7594]
 70%|███████   | 282/400 [14:53<06:11,  3.14s/it, CE=6.411482e-01 H=6.410660e-01 dV_dx=2.972448e-06 dV_dθ=-8.514491e-05 ||∇||=4.123937e+01 | Tr=0.7594]
 70%|███████   | 282/400 [14:56<06:11,  3.14s/it, CE=6.122620e-01 H=6.121946e-01 dV_dx=1.260736e-06 dV_dθ=-6.871309e-05 ||∇||=3.368155e+01 | Tr=0.7728]
 71%|███████   | 283/400 [14:56<06:31,  3.34s/it, CE=6.122620e-01 H=6.121946e-01 dV_dx=1.260736e-06 dV_dθ=-6.871309e-05 ||∇||=3.368155e+01 | Tr=0.7728]
 71%|███████   | 283/400 [15:00<06:31,  3.34s/it, CE=6.157521e-01 H=6.156838e-01 dV_dx=-7.346660e-07 dV_dθ=-6.752339e-05 ||∇||=3.438039e+01 | Tr=0.7778]
 71%|███████   | 284/400 [15:00<06:25,  3.32s/it, CE=6.157521e-01 H=6.156838e-01 dV_dx=-7.346660e-07 dV_dθ=-6.752339e-05 ||∇||=3.438039e+01 | Tr=0.7778]
 71%|███████   | 284/400 [15:03<06:25,  3.32s/it, CE=6.135950e-01 H=6.135272e-01 dV_dx=2.056185e-07 dV_dθ=-6.801141e-05 ||∇||=3.421794e+01 | Tr=0.7786] 
 71%|███████▏  | 285/400 [15:03<06:16,  3.27s/it, CE=6.135950e-01 H=6.135272e-01 dV_dx=2.056185e-07 dV_dθ=-6.801141e-05 ||∇||=3.421794e+01 | Tr=0.7786]
 71%|███████▏  | 285/400 [15:06<06:16,  3.27s/it, CE=5.924171e-01 H=5.923542e-01 dV_dx=-5.709495e-07 dV_dθ=-6.226285e-05 ||∇||=3.211526e+01 | Tr=0.7780]
 72%|███████▏  | 286/400 [15:06<06:22,  3.36s/it, CE=5.924171e-01 H=5.923542e-01 dV_dx=-5.709495e-07 dV_dθ=-6.226285e-05 ||∇||=3.211526e+01 | Tr=0.7780]
 72%|███████▏  | 286/400 [15:10<06:22,  3.36s/it, CE=5.686882e-01 H=5.686337e-01 dV_dx=-1.082234e-07 dV_dθ=-5.440410e-05 ||∇||=3.105496e+01 | Tr=0.7915]
 72%|███████▏  | 287/400 [15:10<06:14,  3.32s/it, CE=5.686882e-01 H=5.686337e-01 dV_dx=-1.082234e-07 dV_dθ=-5.440410e-05 ||∇||=3.105496e+01 | Tr=0.7915]
 72%|███████▏  | 287/400 [15:13<06:14,  3.32s/it, CE=5.596381e-01 H=5.595776e-01 dV_dx=-1.578713e-06 dV_dθ=-5.891008e-05 ||∇||=2.994185e+01 | Tr=0.7965]
 72%|███████▏  | 288/400 [15:13<06:01,  3.23s/it, CE=5.596381e-01 H=5.595776e-01 dV_dx=-1.578713e-06 dV_dθ=-5.891008e-05 ||∇||=2.994185e+01 | Tr=0.7965]
 72%|███████▏  | 288/400 [15:16<06:01,  3.23s/it, CE=5.629679e-01 H=5.629051e-01 dV_dx=1.871450e-07 dV_dθ=-6.292453e-05 ||∇||=3.133438e+01 | Tr=0.7883] 
 72%|███████▏  | 289/400 [15:16<05:51,  3.17s/it, CE=5.629679e-01 H=5.629051e-01 dV_dx=1.871450e-07 dV_dθ=-6.292453e-05 ||∇||=3.133438e+01 | Tr=0.7883]
 72%|███████▏  | 289/400 [15:19<05:51,  3.17s/it, CE=5.549373e-01 H=5.548818e-01 dV_dx=1.836806e-06 dV_dθ=-5.740914e-05 ||∇||=2.918899e+01 | Tr=0.7911]
 72%|███████▎  | 290/400 [15:19<05:43,  3.12s/it, CE=5.549373e-01 H=5.548818e-01 dV_dx=1.836806e-06 dV_dθ=-5.740914e-05 ||∇||=2.918899e+01 | Tr=0.7911]
 72%|███████▎  | 290/400 [15:23<05:43,  3.12s/it, CE=5.451964e-01 H=5.451419e-01 dV_dx=1.538540e-06 dV_dθ=-5.607529e-05 ||∇||=3.000351e+01 | Tr=0.7995]
 73%|███████▎  | 291/400 [15:23<06:03,  3.34s/it, CE=5.451964e-01 H=5.451419e-01 dV_dx=1.538540e-06 dV_dθ=-5.607529e-05 ||∇||=3.000351e+01 | Tr=0.7995]
 73%|███████▎  | 291/400 [15:26<06:03,  3.34s/it, CE=5.457151e-01 H=5.456499e-01 dV_dx=-1.582741e-06 dV_dθ=-6.359238e-05 ||∇||=3.279988e+01 | Tr=0.8071]
 73%|███████▎  | 292/400 [15:26<05:49,  3.24s/it, CE=5.457151e-01 H=5.456499e-01 dV_dx=-1.582741e-06 dV_dθ=-6.359238e-05 ||∇||=3.279988e+01 | Tr=0.8071]
 73%|███████▎  | 292/400 [15:29<05:49,  3.24s/it, CE=5.458175e-01 H=5.457466e-01 dV_dx=-1.505609e-06 dV_dθ=-6.943320e-05 ||∇||=3.640504e+01 | Tr=0.8017]
 73%|███████▎  | 293/400 [15:29<05:42,  3.21s/it, CE=5.458175e-01 H=5.457466e-01 dV_dx=-1.505609e-06 dV_dθ=-6.943320e-05 ||∇||=3.640504e+01 | Tr=0.8017]
 73%|███████▎  | 293/400 [15:32<05:42,  3.21s/it, CE=5.896875e-01 H=5.896190e-01 dV_dx=-1.532295e-06 dV_dθ=-6.690888e-05 ||∇||=3.490530e+01 | Tr=0.7770]
 74%|███████▎  | 294/400 [15:32<05:45,  3.26s/it, CE=5.896875e-01 H=5.896190e-01 dV_dx=-1.532295e-06 dV_dθ=-6.690888e-05 ||∇||=3.490530e+01 | Tr=0.7770]
 74%|███████▎  | 294/400 [15:36<05:45,  3.26s/it, CE=6.157463e-01 H=6.156602e-01 dV_dx=6.431304e-07 dV_dθ=-8.669138e-05 ||∇||=4.423920e+01 | Tr=0.7700] 
 74%|███████▍  | 295/400 [15:36<06:07,  3.50s/it, CE=6.157463e-01 H=6.156602e-01 dV_dx=6.431304e-07 dV_dθ=-8.669138e-05 ||∇||=4.423920e+01 | Tr=0.7700]
 74%|███████▍  | 295/400 [15:39<06:07,  3.50s/it, CE=6.011714e-01 H=6.010889e-01 dV_dx=8.547080e-07 dV_dθ=-8.333713e-05 ||∇||=4.244479e+01 | Tr=0.7728]
 74%|███████▍  | 296/400 [15:39<05:46,  3.33s/it, CE=6.011714e-01 H=6.010889e-01 dV_dx=8.547080e-07 dV_dθ=-8.333713e-05 ||∇||=4.244479e+01 | Tr=0.7728]
 74%|███████▍  | 296/400 [15:42<05:46,  3.33s/it, CE=6.064681e-01 H=6.063648e-01 dV_dx=-8.995988e-07 dV_dθ=-1.023676e-04 ||∇||=5.026080e+01 | Tr=0.7883]
 74%|███████▍  | 297/400 [15:42<05:43,  3.34s/it, CE=6.064681e-01 H=6.063648e-01 dV_dx=-8.995988e-07 dV_dθ=-1.023676e-04 ||∇||=5.026080e+01 | Tr=0.7883]
 74%|███████▍  | 297/400 [15:46<05:43,  3.34s/it, CE=5.544657e-01 H=5.543973e-01 dV_dx=9.365387e-07 dV_dθ=-6.934726e-05 ||∇||=3.879520e+01 | Tr=0.7865] 
 74%|███████▍  | 298/400 [15:46<05:36,  3.30s/it, CE=5.544657e-01 H=5.543973e-01 dV_dx=9.365387e-07 dV_dθ=-6.934726e-05 ||∇||=3.879520e+01 | Tr=0.7865]
 74%|███████▍  | 298/400 [15:49<05:36,  3.30s/it, CE=6.036388e-01 H=6.035600e-01 dV_dx=5.202937e-07 dV_dθ=-7.931227e-05 ||∇||=3.990959e+01 | Tr=0.7815]
 75%|███████▍  | 299/400 [15:49<05:21,  3.19s/it, CE=6.036388e-01 H=6.035600e-01 dV_dx=5.202937e-07 dV_dθ=-7.931227e-05 ||∇||=3.990959e+01 | Tr=0.7815]
 75%|███████▍  | 299/400 [15:52<05:21,  3.19s/it, CE=5.824629e-01 H=5.823964e-01 dV_dx=2.132903e-07 dV_dθ=-6.669217e-05 ||∇||=3.385431e+01 | Tr=0.7943]
 75%|███████▌  | 300/400 [15:52<05:16,  3.17s/it, CE=5.824629e-01 H=5.823964e-01 dV_dx=2.132903e-07 dV_dθ=-6.669217e-05 ||∇||=3.385431e+01 | Tr=0.7943]
 75%|███████▌  | 300/400 [15:55<05:16,  3.17s/it, CE=5.659816e-01 H=5.659120e-01 dV_dx=-1.532361e-06 dV_dθ=-6.797356e-05 ||∇||=3.479390e+01 | Tr=0.7839 Te/Cur=0.4375 Te/Exp=0.6562]
 75%|███████▌  | 301/400 [15:55<05:20,  3.24s/it, CE=5.659816e-01 H=5.659120e-01 dV_dx=-1.532361e-06 dV_dθ=-6.797356e-05 ||∇||=3.479390e+01 | Tr=0.7839 Te/Cur=0.4375 Te/Exp=0.6562]
 75%|███████▌  | 301/400 [15:58<05:20,  3.24s/it, CE=5.748522e-01 H=5.747525e-01 dV_dx=-1.159538e-06 dV_dθ=-9.858637e-05 ||∇||=5.128180e+01 | Tr=0.8007]                            
 76%|███████▌  | 302/400 [15:58<05:15,  3.22s/it, CE=5.748522e-01 H=5.747525e-01 dV_dx=-1.159538e-06 dV_dθ=-9.858637e-05 ||∇||=5.128180e+01 | Tr=0.8007]
 76%|███████▌  | 302/400 [16:02<05:15,  3.22s/it, CE=5.447130e-01 H=5.446409e-01 dV_dx=1.797459e-08 dV_dθ=-7.208125e-05 ||∇||=3.968498e+01 | Tr=0.7981] 
 76%|███████▌  | 303/400 [16:02<05:14,  3.24s/it, CE=5.447130e-01 H=5.446409e-01 dV_dx=1.797459e-08 dV_dθ=-7.208125e-05 ||∇||=3.968498e+01 | Tr=0.7981]
 76%|███████▌  | 303/400 [16:04<05:14,  3.24s/it, CE=5.439191e-01 H=5.438588e-01 dV_dx=-2.962405e-06 dV_dθ=-5.728305e-05 ||∇||=3.256083e+01 | Tr=0.7965]
 76%|███████▌  | 304/400 [16:04<04:53,  3.06s/it, CE=5.439191e-01 H=5.438588e-01 dV_dx=-2.962405e-06 dV_dθ=-5.728305e-05 ||∇||=3.256083e+01 | Tr=0.7965]
 76%|███████▌  | 304/400 [16:08<04:53,  3.06s/it, CE=5.789945e-01 H=5.789125e-01 dV_dx=-1.601298e-06 dV_dθ=-8.043626e-05 ||∇||=4.133497e+01 | Tr=0.7778]
 76%|███████▋  | 305/400 [16:08<05:04,  3.21s/it, CE=5.789945e-01 H=5.789125e-01 dV_dx=-1.601298e-06 dV_dθ=-8.043626e-05 ||∇||=4.133497e+01 | Tr=0.7778]
 76%|███████▋  | 305/400 [16:11<05:04,  3.21s/it, CE=6.081252e-01 H=6.080261e-01 dV_dx=-2.282771e-06 dV_dθ=-9.683895e-05 ||∇||=4.742526e+01 | Tr=0.7877]
 76%|███████▋  | 306/400 [16:11<04:56,  3.15s/it, CE=6.081252e-01 H=6.080261e-01 dV_dx=-2.282771e-06 dV_dθ=-9.683895e-05 ||∇||=4.742526e+01 | Tr=0.7877]
 76%|███████▋  | 306/400 [16:14<04:56,  3.15s/it, CE=6.543283e-01 H=6.542311e-01 dV_dx=-1.632824e-06 dV_dθ=-9.554928e-05 ||∇||=4.724015e+01 | Tr=0.7538]
 77%|███████▋  | 307/400 [16:14<04:53,  3.16s/it, CE=6.543283e-01 H=6.542311e-01 dV_dx=-1.632824e-06 dV_dθ=-9.554928e-05 ||∇||=4.724015e+01 | Tr=0.7538]
 77%|███████▋  | 307/400 [16:17<04:53,  3.16s/it, CE=9.103663e-01 H=9.102231e-01 dV_dx=3.317015e-07 dV_dθ=-1.435566e-04 ||∇||=6.896018e+01 | Tr=0.6502] 
 77%|███████▋  | 308/400 [16:17<04:39,  3.04s/it, CE=9.103663e-01 H=9.102231e-01 dV_dx=3.317015e-07 dV_dθ=-1.435566e-04 ||∇||=6.896018e+01 | Tr=0.6502]
 77%|███████▋  | 308/400 [16:20<04:39,  3.04s/it, CE=9.838853e-01 H=9.837248e-01 dV_dx=-7.079363e-07 dV_dθ=-1.597700e-04 ||∇||=7.347303e+01 | Tr=0.6585]
 77%|███████▋  | 309/400 [16:20<04:41,  3.09s/it, CE=9.838853e-01 H=9.837248e-01 dV_dx=-7.079363e-07 dV_dθ=-1.597700e-04 ||∇||=7.347303e+01 | Tr=0.6585]
 77%|███████▋  | 309/400 [16:22<04:41,  3.09s/it, CE=9.141759e-01 H=9.140847e-01 dV_dx=-8.366755e-07 dV_dθ=-9.031919e-05 ||∇||=4.718770e+01 | Tr=0.6458]
 78%|███████▊  | 310/400 [16:22<04:22,  2.92s/it, CE=9.141759e-01 H=9.140847e-01 dV_dx=-8.366755e-07 dV_dθ=-9.031919e-05 ||∇||=4.718770e+01 | Tr=0.6458]
 78%|███████▊  | 310/400 [16:26<04:22,  2.92s/it, CE=9.726436e-01 H=9.725290e-01 dV_dx=1.272200e-06 dV_dθ=-1.158788e-04 ||∇||=5.735576e+01 | Tr=0.6302] 
 78%|███████▊  | 311/400 [16:26<04:40,  3.15s/it, CE=9.726436e-01 H=9.725290e-01 dV_dx=1.272200e-06 dV_dθ=-1.158788e-04 ||∇||=5.735576e+01 | Tr=0.6302]
 78%|███████▊  | 311/400 [16:29<04:40,  3.15s/it, CE=1.138750e+00 H=1.138615e+00 dV_dx=-2.369580e-06 dV_dθ=-1.323587e-04 ||∇||=6.261447e+01 | Tr=0.5895]
 78%|███████▊  | 312/400 [16:29<04:42,  3.21s/it, CE=1.138750e+00 H=1.138615e+00 dV_dx=-2.369580e-06 dV_dθ=-1.323587e-04 ||∇||=6.261447e+01 | Tr=0.5895]
 78%|███████▊  | 312/400 [16:32<04:42,  3.21s/it, CE=1.007779e+00 H=1.007661e+00 dV_dx=1.633283e-06 dV_dθ=-1.193952e-04 ||∇||=6.119148e+01 | Tr=0.5968] 
 78%|███████▊  | 313/400 [16:32<04:31,  3.12s/it, CE=1.007779e+00 H=1.007661e+00 dV_dx=1.633283e-06 dV_dθ=-1.193952e-04 ||∇||=6.119148e+01 | Tr=0.5968]
 78%|███████▊  | 313/400 [16:35<04:31,  3.12s/it, CE=7.937914e-01 H=7.937167e-01 dV_dx=-2.407639e-06 dV_dθ=-7.222881e-05 ||∇||=3.603725e+01 | Tr=0.6887]
 78%|███████▊  | 314/400 [16:35<04:23,  3.07s/it, CE=7.937914e-01 H=7.937167e-01 dV_dx=-2.407639e-06 dV_dθ=-7.222881e-05 ||∇||=3.603725e+01 | Tr=0.6887]
 78%|███████▊  | 314/400 [16:39<04:23,  3.07s/it, CE=6.712172e-01 H=6.711479e-01 dV_dx=-1.456857e-06 dV_dθ=-6.779651e-05 ||∇||=3.610203e+01 | Tr=0.7466]
