JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/sine_noise_condition3_arch_no_transfer.json
Problem type: regression
Dataset: sine
Tasks: 5
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2/sine_noise_condition3_arch_no_transfer_run2
############################################################
# Run ID: 2
############################################################
============================================================
Task 0
============================================================
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
Standard CL training (lr=0.000100, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
  0%|          | 0/500 [00:00<?, ?it/s]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it, MSE=2.904346e-01 H=2.360387e-01 dV_dx=4.674072e-07 dV_dθ=-5.439643e-02 ||∇||=1.770934e+00 | Tr=0.2821]
  2%|▏         | 11/500 [00:06<02:33,  3.19it/s, MSE=2.537964e-02 H=2.537960e-02 dV_dx=8.359668e-08 dV_dθ=-1.295768e-07 ||∇||=2.323801e-02 | Tr=0.0259]
  2%|▏         | 11/500 [00:06<02:33,  3.19it/s, MSE=2.537752e-02 H=2.537762e-02 dV_dx=5.741397e-08 dV_dθ=4.571124e-08 ||∇||=2.257791e-02 | Tr=0.0259] 
  2%|▏         | 12/500 [00:06<02:18,  3.53it/s, MSE=2.537752e-02 H=2.537762e-02 dV_dx=5.741397e-08 dV_dθ=4.571124e-08 ||∇||=2.257791e-02 | Tr=0.0259]
  2%|▏         | 12/500 [00:07<02:18,  3.53it/s, MSE=2.537536e-02 H=2.537583e-02 dV_dx=-6.786242e-08 dV_dθ=5.389796e-07 ||∇||=2.121398e-02 | Tr=0.0259]
  3%|▎         | 13/500 [00:07<02:12,  3.68it/s, MSE=2.537536e-02 H=2.537583e-02 dV_dx=-6.786242e-08 dV_dθ=5.389796e-07 ||∇||=2.121398e-02 | Tr=0.0259]
  3%|▎         | 13/500 [00:07<02:12,  3.68it/s, MSE=2.537492e-02 H=2.537542e-02 dV_dx=-1.902023e-08 dV_dθ=5.169171e-07 ||∇||=2.148237e-02 | Tr=0.0259]
  3%|▎         | 14/500 [00:07<01:57,  4.15it/s, MSE=2.537492e-02 H=2.537542e-02 dV_dx=-1.902023e-08 dV_dθ=5.169171e-07 ||∇||=2.148237e-02 | Tr=0.0259]
  3%|▎         | 14/500 [00:07<01:57,  4.15it/s, MSE=2.537341e-02 H=2.537395e-02 dV_dx=5.628924e-08 dV_dθ=4.784612e-07 ||∇||=2.133407e-02 | Tr=0.0259] 
  3%|▎         | 14/500 [00:07<01:57,  4.15it/s, MSE=2.537289e-02 H=2.537378e-02 dV_dx=2.085902e-07 dV_dθ=6.812243e-07 ||∇||=2.099522e-02 | Tr=0.0259]
  3%|▎         | 16/500 [00:07<01:23,  5.80it/s, MSE=2.537289e-02 H=2.537378e-02 dV_dx=2.085902e-07 dV_dθ=6.812243e-07 ||∇||=2.099522e-02 | Tr=0.0259]
  3%|▎         | 16/500 [00:07<01:23,  5.80it/s, MSE=2.537218e-02 H=2.537292e-02 dV_dx=1.074056e-07 dV_dθ=6.284094e-07 ||∇||=2.093471e-02 | Tr=0.0259]
  3%|▎         | 17/500 [00:07<01:15,  6.38it/s, MSE=2.537218e-02 H=2.537292e-02 dV_dx=1.074056e-07 dV_dθ=6.284094e-07 ||∇||=2.093471e-02 | Tr=0.0259]
  3%|▎         | 17/500 [00:07<01:15,  6.38it/s, MSE=2.537094e-02 H=2.537188e-02 dV_dx=8.219593e-08 dV_dθ=8.645015e-07 ||∇||=2.042871e-02 | Tr=0.0259]
  4%|▎         | 18/500 [00:07<01:37,  4.95it/s, MSE=2.537094e-02 H=2.537188e-02 dV_dx=8.219593e-08 dV_dθ=8.645015e-07 ||∇||=2.042871e-02 | Tr=0.0259]
  4%|▎         | 18/500 [00:07<01:37,  4.95it/s, MSE=2.536969e-02 H=2.537047e-02 dV_dx=4.772209e-08 dV_dθ=7.279241e-07 ||∇||=2.069485e-02 | Tr=0.0259]
  4%|▍         | 19/500 [00:07<01:24,  5.68it/s, MSE=2.536969e-02 H=2.537047e-02 dV_dx=4.772209e-08 dV_dθ=7.279241e-07 ||∇||=2.069485e-02 | Tr=0.0259]
  4%|▍         | 19/500 [00:08<01:24,  5.68it/s, MSE=2.536886e-02 H=2.536987e-02 dV_dx=1.096472e-07 dV_dθ=8.984979e-07 ||∇||=2.028746e-02 | Tr=0.0259]
  4%|▍         | 20/500 [00:08<01:18,  6.14it/s, MSE=2.536886e-02 H=2.536987e-02 dV_dx=1.096472e-07 dV_dθ=8.984979e-07 ||∇||=2.028746e-02 | Tr=0.0259]
  4%|▍         | 20/500 [00:08<01:18,  6.14it/s, MSE=2.536844e-02 H=2.536917e-02 dV_dx=-8.172998e-08 dV_dθ=8.052445e-07 ||∇||=2.055618e-02 | Tr=0.0259]
  4%|▍         | 21/500 [00:08<01:18,  6.09it/s, MSE=2.536844e-02 H=2.536917e-02 dV_dx=-8.172998e-08 dV_dθ=8.052445e-07 ||∇||=2.055618e-02 | Tr=0.0259]
  4%|▍         | 21/500 [00:08<01:18,  6.09it/s, MSE=2.536753e-02 H=2.536828e-02 dV_dx=-1.152659e-07 dV_dθ=8.644103e-07 ||∇||=2.036594e-02 | Tr=0.0259]
  4%|▍         | 21/500 [00:08<01:18,  6.09it/s, MSE=2.536689e-02 H=2.536777e-02 dV_dx=3.313432e-08 dV_dθ=8.449714e-07 ||∇||=2.049019e-02 | Tr=0.0259] 
  5%|▍         | 23/500 [00:08<01:07,  7.09it/s, MSE=2.536689e-02 H=2.536777e-02 dV_dx=3.313432e-08 dV_dθ=8.449714e-07 ||∇||=2.049019e-02 | Tr=0.0259]
  5%|▍         | 23/500 [00:08<01:07,  7.09it/s, MSE=2.536603e-02 H=2.536695e-02 dV_dx=4.703996e-08 dV_dθ=8.758147e-07 ||∇||=2.031767e-02 | Tr=0.0259]
  5%|▍         | 24/500 [00:08<01:19,  6.00it/s, MSE=2.536603e-02 H=2.536695e-02 dV_dx=4.703996e-08 dV_dθ=8.758147e-07 ||∇||=2.031767e-02 | Tr=0.0259]
  5%|▍         | 24/500 [00:08<01:19,  6.00it/s, MSE=2.536541e-02 H=2.536619e-02 dV_dx=-7.113237e-08 dV_dθ=8.533745e-07 ||∇||=2.043418e-02 | Tr=0.0259]
  5%|▍         | 24/500 [00:09<01:19,  6.00it/s, MSE=2.536459e-02 H=2.536546e-02 dV_dx=2.305163e-08 dV_dθ=8.471032e-07 ||∇||=2.039687e-02 | Tr=0.0259] 
  5%|▌         | 26/500 [00:09<01:20,  5.91it/s, MSE=2.536459e-02 H=2.536546e-02 dV_dx=2.305163e-08 dV_dθ=8.471032e-07 ||∇||=2.039687e-02 | Tr=0.0259]
  5%|▌         | 26/500 [00:09<01:20,  5.91it/s, MSE=2.536401e-02 H=2.536487e-02 dV_dx=-1.764995e-08 dV_dθ=8.823568e-07 ||∇||=2.035965e-02 | Tr=0.0259]
  5%|▌         | 27/500 [00:09<01:29,  5.30it/s, MSE=2.536401e-02 H=2.536487e-02 dV_dx=-1.764995e-08 dV_dθ=8.823568e-07 ||∇||=2.035965e-02 | Tr=0.0259]
  5%|▌         | 27/500 [00:09<01:29,  5.30it/s, MSE=2.536349e-02 H=2.536426e-02 dV_dx=-8.680213e-08 dV_dθ=8.556766e-07 ||∇||=2.039233e-02 | Tr=0.0259]
  6%|▌         | 28/500 [00:09<01:20,  5.88it/s, MSE=2.536349e-02 H=2.536426e-02 dV_dx=-8.680213e-08 dV_dθ=8.556766e-07 ||∇||=2.039233e-02 | Tr=0.0259]
  6%|▌         | 28/500 [00:09<01:20,  5.88it/s, MSE=2.536288e-02 H=2.536369e-02 dV_dx=-3.952555e-08 dV_dθ=8.576299e-07 ||∇||=2.042968e-02 | Tr=0.0259]
  6%|▌         | 29/500 [00:09<01:13,  6.43it/s, MSE=2.536288e-02 H=2.536369e-02 dV_dx=-3.952555e-08 dV_dθ=8.576299e-07 ||∇||=2.042968e-02 | Tr=0.0259]
  6%|▌         | 29/500 [00:09<01:13,  6.43it/s, MSE=2.536206e-02 H=2.536301e-02 dV_dx=9.862796e-08 dV_dθ=8.508765e-07 ||∇||=2.039625e-02 | Tr=0.0259] 
  6%|▌         | 29/500 [00:09<01:13,  6.43it/s, MSE=2.536155e-02 H=2.536243e-02 dV_dx=8.639471e-09 dV_dθ=8.694445e-07 ||∇||=2.038839e-02 | Tr=0.0259]
  6%|▌         | 31/500 [00:09<01:17,  6.08it/s, MSE=2.536155e-02 H=2.536243e-02 dV_dx=8.639471e-09 dV_dθ=8.694445e-07 ||∇||=2.038839e-02 | Tr=0.0259]
  6%|▌         | 31/500 [00:10<01:17,  6.08it/s, MSE=2.536106e-02 H=2.536189e-02 dV_dx=-2.079426e-08 dV_dθ=8.504729e-07 ||∇||=2.042157e-02 | Tr=0.0259]
  6%|▋         | 32/500 [00:10<01:29,  5.26it/s, MSE=2.536106e-02 H=2.536189e-02 dV_dx=-2.079426e-08 dV_dθ=8.504729e-07 ||∇||=2.042157e-02 | Tr=0.0259]
  6%|▋         | 32/500 [00:10<01:29,  5.26it/s, MSE=2.536046e-02 H=2.536140e-02 dV_dx=7.149555e-08 dV_dθ=8.613347e-07 ||∇||=2.041090e-02 | Tr=0.0259] 
  7%|▋         | 33/500 [00:10<01:34,  4.93it/s, MSE=2.536046e-02 H=2.536140e-02 dV_dx=7.149555e-08 dV_dθ=8.613347e-07 ||∇||=2.041090e-02 | Tr=0.0259]
  7%|▋         | 33/500 [00:10<01:34,  4.93it/s, MSE=2.535983e-02 H=2.536053e-02 dV_dx=-1.428511e-07 dV_dθ=8.479088e-07 ||∇||=2.042530e-02 | Tr=0.0259]
  7%|▋         | 34/500 [00:10<01:42,  4.56it/s, MSE=2.535983e-02 H=2.536053e-02 dV_dx=-1.428511e-07 dV_dθ=8.479088e-07 ||∇||=2.042530e-02 | Tr=0.0259]
  7%|▋         | 34/500 [00:11<01:42,  4.56it/s, MSE=2.535929e-02 H=2.536021e-02 dV_dx=6.285945e-08 dV_dθ=8.529775e-07 ||∇||=2.043432e-02 | Tr=0.0259] 
  7%|▋         | 35/500 [00:11<01:58,  3.93it/s, MSE=2.535929e-02 H=2.536021e-02 dV_dx=6.285945e-08 dV_dθ=8.529775e-07 ||∇||=2.043432e-02 | Tr=0.0259]
  7%|▋         | 35/500 [00:11<01:58,  3.93it/s, MSE=2.535873e-02 H=2.535957e-02 dV_dx=-1.481309e-08 dV_dθ=8.517262e-07 ||∇||=2.042315e-02 | Tr=0.0259]
  7%|▋         | 36/500 [00:11<01:53,  4.10it/s, MSE=2.535873e-02 H=2.535957e-02 dV_dx=-1.481309e-08 dV_dθ=8.517262e-07 ||∇||=2.042315e-02 | Tr=0.0259]
  7%|▋         | 36/500 [00:11<01:53,  4.10it/s, MSE=2.535818e-02 H=2.535905e-02 dV_dx=2.229519e-08 dV_dθ=8.506218e-07 ||∇||=2.043913e-02 | Tr=0.0259] 
  7%|▋         | 37/500 [00:11<02:03,  3.74it/s, MSE=2.535818e-02 H=2.535905e-02 dV_dx=2.229519e-08 dV_dθ=8.506218e-07 ||∇||=2.043913e-02 | Tr=0.0259]
  7%|▋         | 37/500 [00:11<02:03,  3.74it/s, MSE=2.535762e-02 H=2.535840e-02 dV_dx=-5.859081e-08 dV_dθ=8.464409e-07 ||∇||=2.044058e-02 | Tr=0.0259]
  8%|▊         | 38/500 [00:11<02:08,  3.60it/s, MSE=2.535762e-02 H=2.535840e-02 dV_dx=-5.859081e-08 dV_dθ=8.464409e-07 ||∇||=2.044058e-02 | Tr=0.0259]
  8%|▊         | 38/500 [00:12<02:08,  3.60it/s, MSE=2.535712e-02 H=2.535789e-02 dV_dx=-7.553522e-08 dV_dθ=8.467274e-07 ||∇||=2.045075e-02 | Tr=0.0259]
  8%|▊         | 39/500 [00:12<01:58,  3.89it/s, MSE=2.535712e-02 H=2.535789e-02 dV_dx=-7.553522e-08 dV_dθ=8.467274e-07 ||∇||=2.045075e-02 | Tr=0.0259]
  8%|▊         | 39/500 [00:12<01:58,  3.89it/s, MSE=2.535657e-02 H=2.535741e-02 dV_dx=-4.267952e-09 dV_dθ=8.464764e-07 ||∇||=2.044634e-02 | Tr=0.0259]
  8%|▊         | 40/500 [00:12<02:11,  3.50it/s, MSE=2.535657e-02 H=2.535741e-02 dV_dx=-4.267952e-09 dV_dθ=8.464764e-07 ||∇||=2.044634e-02 | Tr=0.0259]
  8%|▊         | 40/500 [00:12<02:11,  3.50it/s, MSE=2.535602e-02 H=2.535678e-02 dV_dx=-8.083903e-08 dV_dθ=8.415385e-07 ||∇||=2.046598e-02 | Tr=0.0259]
  8%|▊         | 41/500 [00:12<01:49,  4.18it/s, MSE=2.535602e-02 H=2.535678e-02 dV_dx=-8.083903e-08 dV_dθ=8.415385e-07 ||∇||=2.046598e-02 | Tr=0.0259]
  8%|▊         | 41/500 [00:12<01:49,  4.18it/s, MSE=2.535552e-02 H=2.535634e-02 dV_dx=-2.044871e-08 dV_dθ=8.446816e-07 ||∇||=2.045622e-02 | Tr=0.0259]
  8%|▊         | 42/500 [00:12<01:53,  4.03it/s, MSE=2.535552e-02 H=2.535634e-02 dV_dx=-2.044871e-08 dV_dθ=8.446816e-07 ||∇||=2.045622e-02 | Tr=0.0259]
  8%|▊         | 42/500 [00:13<01:53,  4.03it/s, MSE=2.535502e-02 H=2.535584e-02 dV_dx=-2.207179e-08 dV_dθ=8.387992e-07 ||∇||=2.047528e-02 | Tr=0.0259]
  9%|▊         | 43/500 [00:13<01:44,  4.37it/s, MSE=2.535502e-02 H=2.535584e-02 dV_dx=-2.207179e-08 dV_dθ=8.387992e-07 ||∇||=2.047528e-02 | Tr=0.0259]
  9%|▊         | 43/500 [00:13<01:44,  4.37it/s, MSE=2.535450e-02 H=2.535537e-02 dV_dx=2.767580e-08 dV_dθ=8.428874e-07 ||∇||=2.046493e-02 | Tr=0.0259] 
  9%|▉         | 44/500 [00:13<01:35,  4.77it/s, MSE=2.535450e-02 H=2.535537e-02 dV_dx=2.767580e-08 dV_dθ=8.428874e-07 ||∇||=2.046493e-02 | Tr=0.0259]
  9%|▉         | 44/500 [00:13<01:35,  4.77it/s, MSE=2.535400e-02 H=2.535476e-02 dV_dx=-7.370255e-08 dV_dθ=8.378116e-07 ||∇||=2.048061e-02 | Tr=0.0259]
  9%|▉         | 45/500 [00:13<01:44,  4.37it/s, MSE=2.535400e-02 H=2.535476e-02 dV_dx=-7.370255e-08 dV_dθ=8.378116e-07 ||∇||=2.048061e-02 | Tr=0.0259]
  9%|▉         | 45/500 [00:13<01:44,  4.37it/s, MSE=2.535350e-02 H=2.535437e-02 dV_dx=2.955705e-08 dV_dθ=8.395309e-07 ||∇||=2.047886e-02 | Tr=0.0259] 
  9%|▉         | 46/500 [00:13<01:28,  5.12it/s, MSE=2.535350e-02 H=2.535437e-02 dV_dx=2.955705e-08 dV_dθ=8.395309e-07 ||∇||=2.047886e-02 | Tr=0.0259]
  9%|▉         | 46/500 [00:13<01:28,  5.12it/s, MSE=2.535301e-02 H=2.535390e-02 dV_dx=4.919002e-08 dV_dθ=8.352729e-07 ||∇||=2.049039e-02 | Tr=0.0259]
  9%|▉         | 47/500 [00:13<01:26,  5.21it/s, MSE=2.535301e-02 H=2.535390e-02 dV_dx=4.919002e-08 dV_dθ=8.352729e-07 ||∇||=2.049039e-02 | Tr=0.0259]
  9%|▉         | 47/500 [00:14<01:26,  5.21it/s, MSE=2.535252e-02 H=2.535330e-02 dV_dx=-5.883726e-08 dV_dθ=8.382957e-07 ||∇||=2.048554e-02 | Tr=0.0259]
 10%|▉         | 48/500 [00:14<01:46,  4.26it/s, MSE=2.535252e-02 H=2.535330e-02 dV_dx=-5.883726e-08 dV_dθ=8.382957e-07 ||∇||=2.048554e-02 | Tr=0.0259]
 10%|▉         | 48/500 [00:14<01:46,  4.26it/s, MSE=2.535204e-02 H=2.535297e-02 dV_dx=1.017993e-07 dV_dθ=8.347417e-07 ||∇||=2.049560e-02 | Tr=0.0259] 
 10%|▉         | 49/500 [00:14<01:31,  4.94it/s, MSE=2.535204e-02 H=2.535297e-02 dV_dx=1.017993e-07 dV_dθ=8.347417e-07 ||∇||=2.049560e-02 | Tr=0.0259]
 10%|▉         | 49/500 [00:14<01:31,  4.94it/s, MSE=2.535157e-02 H=2.535243e-02 dV_dx=2.911384e-08 dV_dθ=8.349009e-07 ||∇||=2.049921e-02 | Tr=0.0259]
 10%|█         | 50/500 [00:14<01:17,  5.82it/s, MSE=2.535157e-02 H=2.535243e-02 dV_dx=2.911384e-08 dV_dθ=8.349009e-07 ||∇||=2.049921e-02 | Tr=0.0259]
 10%|█         | 50/500 [00:14<01:17,  5.82it/s, MSE=2.535108e-02 H=2.535180e-02 dV_dx=-1.175376e-07 dV_dθ=8.342865e-07 ||∇||=2.050054e-02 | Tr=0.0259 Te/Cur=0.0261 Te/Exp=0.0257]
 10%|█         | 51/500 [00:14<01:36,  4.66it/s, MSE=2.535108e-02 H=2.535180e-02 dV_dx=-1.175376e-07 dV_dθ=8.342865e-07 ||∇||=2.050054e-02 | Tr=0.0259 Te/Cur=0.0261 Te/Exp=0.0257]
 10%|█         | 51/500 [00:14<01:36,  4.66it/s, MSE=2.535061e-02 H=2.535145e-02 dV_dx=2.153479e-09 dV_dθ=8.336030e-07 ||∇||=2.050574e-02 | Tr=0.0259]                             
 10%|█         | 52/500 [00:14<01:24,  5.33it/s, MSE=2.535061e-02 H=2.535145e-02 dV_dx=2.153479e-09 dV_dθ=8.336030e-07 ||∇||=2.050574e-02 | Tr=0.0259]
 10%|█         | 52/500 [00:14<01:24,  5.33it/s, MSE=2.535015e-02 H=2.535102e-02 dV_dx=3.615613e-08 dV_dθ=8.329484e-07 ||∇||=2.050922e-02 | Tr=0.0259]
 11%|█         | 53/500 [00:14<01:25,  5.22it/s, MSE=2.535015e-02 H=2.535102e-02 dV_dx=3.615613e-08 dV_dθ=8.329484e-07 ||∇||=2.050922e-02 | Tr=0.0259]
 11%|█         | 53/500 [00:15<01:25,  5.22it/s, MSE=2.534969e-02 H=2.535052e-02 dV_dx=4.944841e-09 dV_dθ=8.317588e-07 ||∇||=2.051442e-02 | Tr=0.0259]
 11%|█         | 54/500 [00:15<01:28,  5.02it/s, MSE=2.534969e-02 H=2.535052e-02 dV_dx=4.944841e-09 dV_dθ=8.317588e-07 ||∇||=2.051442e-02 | Tr=0.0259]
 11%|█         | 54/500 [00:15<01:28,  5.02it/s, MSE=2.534922e-02 H=2.535018e-02 dV_dx=1.208580e-07 dV_dθ=8.323915e-07 ||∇||=2.051473e-02 | Tr=0.0259]
 11%|█         | 54/500 [00:15<01:28,  5.02it/s, MSE=2.534877e-02 H=2.534948e-02 dV_dx=-1.244811e-07 dV_dθ=8.309602e-07 ||∇||=2.052065e-02 | Tr=0.0259]
 11%|█         | 56/500 [00:15<01:22,  5.37it/s, MSE=2.534877e-02 H=2.534948e-02 dV_dx=-1.244811e-07 dV_dθ=8.309602e-07 ||∇||=2.052065e-02 | Tr=0.0259]
 11%|█         | 56/500 [00:15<01:22,  5.37it/s, MSE=2.534832e-02 H=2.534915e-02 dV_dx=2.795366e-09 dV_dθ=8.311310e-07 ||∇||=2.052268e-02 | Tr=0.0259] 
 11%|█▏        | 57/500 [00:15<01:33,  4.74it/s, MSE=2.534832e-02 H=2.534915e-02 dV_dx=2.795366e-09 dV_dθ=8.311310e-07 ||∇||=2.052268e-02 | Tr=0.0259]
 11%|█▏        | 57/500 [00:16<01:33,  4.74it/s, MSE=2.534787e-02 H=2.534874e-02 dV_dx=4.700431e-08 dV_dθ=8.301304e-07 ||∇||=2.052702e-02 | Tr=0.0259]
 12%|█▏        | 58/500 [00:16<01:31,  4.85it/s, MSE=2.534787e-02 H=2.534874e-02 dV_dx=4.700431e-08 dV_dθ=8.301304e-07 ||∇||=2.052702e-02 | Tr=0.0259]
 12%|█▏        | 58/500 [00:16<01:31,  4.85it/s, MSE=2.534742e-02 H=2.534833e-02 dV_dx=7.758639e-08 dV_dθ=8.302655e-07 ||∇||=2.052931e-02 | Tr=0.0259]
 12%|█▏        | 59/500 [00:16<01:44,  4.21it/s, MSE=2.534742e-02 H=2.534833e-02 dV_dx=7.758639e-08 dV_dθ=8.302655e-07 ||∇||=2.052931e-02 | Tr=0.0259]
 12%|█▏        | 59/500 [00:16<01:44,  4.21it/s, MSE=2.534698e-02 H=2.534788e-02 dV_dx=7.111353e-08 dV_dθ=8.298752e-07 ||∇||=2.053235e-02 | Tr=0.0259]
 12%|█▏        | 60/500 [00:16<01:44,  4.21it/s, MSE=2.534698e-02 H=2.534788e-02 dV_dx=7.111353e-08 dV_dθ=8.298752e-07 ||∇||=2.053235e-02 | Tr=0.0259]
 12%|█▏        | 60/500 [00:16<01:44,  4.21it/s, MSE=2.534654e-02 H=2.534734e-02 dV_dx=-2.878577e-08 dV_dθ=8.293231e-07 ||∇||=2.053627e-02 | Tr=0.0259]
 12%|█▏        | 61/500 [00:16<01:52,  3.90it/s, MSE=2.534654e-02 H=2.534734e-02 dV_dx=-2.878577e-08 dV_dθ=8.293231e-07 ||∇||=2.053627e-02 | Tr=0.0259]
 12%|█▏        | 61/500 [00:17<01:52,  3.90it/s, MSE=2.534610e-02 H=2.534700e-02 dV_dx=7.290554e-08 dV_dθ=8.294221e-07 ||∇||=2.053815e-02 | Tr=0.0259] 
 12%|█▏        | 62/500 [00:17<01:54,  3.83it/s, MSE=2.534610e-02 H=2.534700e-02 dV_dx=7.290554e-08 dV_dθ=8.294221e-07 ||∇||=2.053815e-02 | Tr=0.0259]
 12%|█▏        | 62/500 [00:17<01:54,  3.83it/s, MSE=2.534567e-02 H=2.534662e-02 dV_dx=1.226455e-07 dV_dθ=8.289331e-07 ||∇||=2.054181e-02 | Tr=0.0259]
 13%|█▎        | 63/500 [00:17<01:37,  4.49it/s, MSE=2.534567e-02 H=2.534662e-02 dV_dx=1.226455e-07 dV_dθ=8.289331e-07 ||∇||=2.054181e-02 | Tr=0.0259]
 13%|█▎        | 63/500 [00:17<01:37,  4.49it/s, MSE=2.534524e-02 H=2.534589e-02 dV_dx=-1.785890e-07 dV_dθ=8.289863e-07 ||∇||=2.054411e-02 | Tr=0.0259]
 13%|█▎        | 64/500 [00:17<01:36,  4.50it/s, MSE=2.534524e-02 H=2.534589e-02 dV_dx=-1.785890e-07 dV_dθ=8.289863e-07 ||∇||=2.054411e-02 | Tr=0.0259]
 13%|█▎        | 64/500 [00:17<01:36,  4.50it/s, MSE=2.534481e-02 H=2.534573e-02 dV_dx=9.030036e-08 dV_dθ=8.286564e-07 ||∇||=2.054718e-02 | Tr=0.0259] 
 13%|█▎        | 65/500 [00:17<01:43,  4.20it/s, MSE=2.534481e-02 H=2.534573e-02 dV_dx=9.030036e-08 dV_dθ=8.286564e-07 ||∇||=2.054718e-02 | Tr=0.0259]
 13%|█▎        | 65/500 [00:18<01:43,  4.20it/s, MSE=2.534438e-02 H=2.534517e-02 dV_dx=-3.826469e-08 dV_dθ=8.286491e-07 ||∇||=2.054976e-02 | Tr=0.0259]
 13%|█▎        | 66/500 [00:18<01:46,  4.06it/s, MSE=2.534438e-02 H=2.534517e-02 dV_dx=-3.826469e-08 dV_dθ=8.286491e-07 ||∇||=2.054976e-02 | Tr=0.0259]
 13%|█▎        | 66/500 [00:18<01:46,  4.06it/s, MSE=2.534396e-02 H=2.534477e-02 dV_dx=-2.106254e-08 dV_dθ=8.285893e-07 ||∇||=2.055222e-02 | Tr=0.0259]
 13%|█▎        | 67/500 [00:18<01:41,  4.27it/s, MSE=2.534396e-02 H=2.534477e-02 dV_dx=-2.106254e-08 dV_dθ=8.285893e-07 ||∇||=2.055222e-02 | Tr=0.0259]
 13%|█▎        | 67/500 [00:18<01:41,  4.27it/s, MSE=2.534354e-02 H=2.534432e-02 dV_dx=-4.813627e-08 dV_dθ=8.284501e-07 ||∇||=2.055505e-02 | Tr=0.0259]
 14%|█▎        | 68/500 [00:18<01:26,  4.97it/s, MSE=2.534354e-02 H=2.534432e-02 dV_dx=-4.813627e-08 dV_dθ=8.284501e-07 ||∇||=2.055505e-02 | Tr=0.0259]
 14%|█▎        | 68/500 [00:18<01:26,  4.97it/s, MSE=2.534312e-02 H=2.534394e-02 dV_dx=-9.322607e-09 dV_dθ=8.285292e-07 ||∇||=2.055727e-02 | Tr=0.0259]
 14%|█▎        | 68/500 [00:18<01:26,  4.97it/s, MSE=2.534271e-02 H=2.534359e-02 dV_dx=5.129218e-08 dV_dθ=8.284557e-07 ||∇||=2.055991e-02 | Tr=0.0259] 
 14%|█▍        | 70/500 [00:18<01:11,  6.02it/s, MSE=2.534271e-02 H=2.534359e-02 dV_dx=5.129218e-08 dV_dθ=8.284557e-07 ||∇||=2.055991e-02 | Tr=0.0259]
 14%|█▍        | 70/500 [00:18<01:11,  6.02it/s, MSE=2.534230e-02 H=2.534307e-02 dV_dx=-5.093689e-08 dV_dθ=8.285751e-07 ||∇||=2.056212e-02 | Tr=0.0259]
 14%|█▍        | 71/500 [00:18<01:10,  6.04it/s, MSE=2.534230e-02 H=2.534307e-02 dV_dx=-5.093689e-08 dV_dθ=8.285751e-07 ||∇||=2.056212e-02 | Tr=0.0259]
 14%|█▍        | 71/500 [00:18<01:10,  6.04it/s, MSE=2.534188e-02 H=2.534288e-02 dV_dx=1.649200e-07 dV_dθ=8.285759e-07 ||∇||=2.056454e-02 | Tr=0.0259] 
 14%|█▍        | 71/500 [00:19<01:10,  6.04it/s, MSE=2.534148e-02 H=2.534223e-02 dV_dx=-7.497086e-08 dV_dθ=8.286651e-07 ||∇||=2.056685e-02 | Tr=0.0259]
 15%|█▍        | 73/500 [00:19<01:08,  6.24it/s, MSE=2.534148e-02 H=2.534223e-02 dV_dx=-7.497086e-08 dV_dθ=8.286651e-07 ||∇||=2.056685e-02 | Tr=0.0259]
 15%|█▍        | 73/500 [00:19<01:08,  6.24it/s, MSE=2.534107e-02 H=2.534187e-02 dV_dx=-2.642612e-08 dV_dθ=8.288308e-07 ||∇||=2.056892e-02 | Tr=0.0259]
 15%|█▍        | 74/500 [00:19<01:15,  5.66it/s, MSE=2.534107e-02 H=2.534187e-02 dV_dx=-2.642612e-08 dV_dθ=8.288308e-07 ||∇||=2.056892e-02 | Tr=0.0259]
 15%|█▍        | 74/500 [00:19<01:15,  5.66it/s, MSE=2.534067e-02 H=2.534150e-02 dV_dx=6.571700e-09 dV_dθ=8.289092e-07 ||∇||=2.057124e-02 | Tr=0.0259] 
 15%|█▌        | 75/500 [00:19<01:16,  5.53it/s, MSE=2.534067e-02 H=2.534150e-02 dV_dx=6.571700e-09 dV_dθ=8.289092e-07 ||∇||=2.057124e-02 | Tr=0.0259]
 15%|█▌        | 75/500 [00:19<01:16,  5.53it/s, MSE=2.534027e-02 H=2.534116e-02 dV_dx=6.682516e-08 dV_dθ=8.291081e-07 ||∇||=2.057328e-02 | Tr=0.0259]
 15%|█▌        | 75/500 [00:19<01:16,  5.53it/s, MSE=2.533987e-02 H=2.534069e-02 dV_dx=-9.655608e-09 dV_dθ=8.292726e-07 ||∇||=2.057538e-02 | Tr=0.0259]
